slutpris,avgift_kr,boarea_kvm,antal_rum,sald_datum,prisforandring_pct,pris_per_kvm,omrade,url,bostadstyp,raw_text,sald_ar,sald_manad,sald_kvartal,omrade_clean,kvm_per_rum,avgift_per_kvm,avgift_andel,sasong,budkrig,prissankt,storlek_kategori,upplatelseform,har_balkong,vaning,antal_vaningar,har_hiss,byggar,driftkostnad_ar,antal_besok,har_uteplats,har_garage,renoverad,biarea_kvm,tomtarea_kvm,bostad_alder,total_yta,relativ_vaning,toppvaning,driftkostnad_per_kvm,tomt_per_boarea,gatuadress,latitude,longitude,avstand_centrum_km,avstand_station_km,avstand_sjukhus_km,avstand_universitet_km,avstand_marieberg_km
1570000,4000.0,66.0,3.0,2023-01-27,1.0,23788.0,Lägenhet Almby,https://www.hemnet.se/salda/lagenhet-3rum-almby-orebro-kommun-kyrkvardsvagen-8-4374453656205523086,lagenheter,"Såld 27 jan. 2023 Kyrkvärdsvägen 8 Lägenhet Almby, Örebro kommun 66 m² 3 rum 4 000 kr/mån Balkong Hiss Slutpris 1 570 000 kr +1 % 23 788 kr/m² Erik Olsson Fastighetsförmedling",2023,1,1,Almby,22.0,60.6,3.06,vinter,1,0,medel (60-80),Bostadsrätt,0,1.0,3.0,1,1954.0,1500.0,6170.0,1,0,0,,,72.0,66.0,0.3333333333333333,0.0,22.727272727272727,,Kyrkvärdsvägen 8,59.2606158,15.2505604,2.677097230275355,3.1207412363914213,4.45465325889884,0.7939084796963432,3.029013216465259
1100000,4954.0,58.0,3.0,2023-01-27,-8.0,18966.0,E Lägenhet Centralt väster,https://www.hemnet.se/salda/lagenhet-3rum-centralt-vaster-orebro-kommun-lovstagatan-46e-3999077498209681751,lagenheter,"Maps Data: Google © 2026 Såld 27 jan. 2023 Lövstagatan 46E Lägenhet Centralt väster, Örebro kommun 58 m² 3 rum 4 954 kr/mån Hiss Slutpris 1 100 000 kr -8 % 18 966 kr/m² Mäklarhuset Örebro",2023,1,1,Lägenhet Centralt väster,19.3,85.4,5.4,vinter,0,1,liten (40-60),Bostadsrätt,0,2.0,3.0,1,1946.0,,3105.0,0,0,0,,,80.0,58.0,0.6666666666666666,0.0,,,Lövstagatan 46E,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2280000,4513.0,79.0,4.0,2023-01-26,-1.0,28861.0,A Lägenhet Södra Bettorp,https://www.hemnet.se/salda/lagenhet-4rum-sodra-bettorp-orebro-kommun-kornellvagen-41a-7333505544109955544,lagenheter,"Maps Data: Google © 2026 Såld 26 jan. 2023 Kornellvägen 41A Lägenhet Södra Bettorp, Örebro kommun 79 m² 4 rum 4 513 kr/mån Uteplats Hiss Slutpris 2 280 000 kr -1 % 28 861 kr/m² Fastighetsbyrån Örebro",2023,1,1,Lägenhet Södra Bettorp,19.8,57.1,2.38,vinter,0,1,medel (60-80),Bostadsrätt,0,1.0,4.0,1,2017.0,11528.0,4831.0,1,0,0,,,9.0,79.0,0.25,0.0,145.9240506329114,,Kornellvägen 41A,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1480000,5863.0,85.5,3.0,2023-01-26,10.0,17310.0,Lägenhet Solhaga,https://www.hemnet.se/salda/lagenhet-3rum-solhaga-orebro-kommun-stodjegrand-16-205730268845611689,lagenheter,"Maps Data: Google © 2026 Såld 26 jan. 2023 Stödjegränd 16 Lägenhet Solhaga, Örebro kommun 85,5 m² 3 rum 5 863 kr/mån Slutpris 1 480 000 kr +10 % 17 310 kr/m² SkandiaMäklarna Örebro",2023,1,1,Solhaga,28.5,68.6,4.75,vinter,1,0,stor (80-100),Bostadsrätt,0,1.0,2.0,0,,15228.0,2543.0,1,0,0,,,48.0,85.5,0.5,0.0,178.10526315789474,,Stödjegränd 16,59.2732263,15.1583341,3.148210730808629,2.7890906920181515,1.0024494361121132,5.515569225329858,5.564621522768651
2300000,4717.0,74.0,2.5,2023-01-26,0.0,31081.0,Lägenhet Centralt,"https://www.hemnet.se/salda/lagenhet-2,5rum-centralt-orebro-kommun-bondegatan-8-3929502084961207583",lagenheter,"Maps Data: Google © 2026 Såld 26 jan. 2023 Bondegatan 8 Lägenhet Centralt, Örebro kommun 74 m² 2,5 rum 4 717 kr/mån Slutpris 2 300 000 kr ±0 % 31 081 kr/m² Bjurfors Örebro",2023,1,1,Centralt,29.6,63.7,2.46,vinter,0,0,medel (60-80),Bostadsrätt,0,2.0,4.0,1,1930.0,,3666.0,0,0,0,,,96.0,74.0,0.5,0.0,,,Bondegatan 8,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1800000,4813.0,66.0,2.0,2023-01-25,0.0,27273.0,B Lägenhet Ladugårdsängen,https://www.hemnet.se/salda/lagenhet-2rum-ladugardsangen-orebro-kommun-golfbanevagen-9b-5172818518631444675,lagenheter,"Maps Data: Google © 2026 Såld 25 jan. 2023 Golfbanevägen 9B Lägenhet Ladugårdsängen, Örebro kommun 66 m² 2 rum 4 813 kr/mån Uteplats Hiss Slutpris 1 800 000 kr ±0 % 27 273 kr/m² Wallenstedt Fastighetsmäkleri",2023,1,1,Lägenhet Ladugårdsängen,33.0,72.9,3.21,vinter,0,0,medel (60-80),Bostadsrätt,0,1.0,3.0,1,2018.0,6840.0,1093.0,1,0,0,,,8.0,66.0,0.3333333333333333,0.0,103.63636363636364,,Golfbanevägen 9B,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1050000,4799.0,55.0,2.0,2023-01-25,0.0,19091.0,E Lägenhet Örebro,https://www.hemnet.se/salda/lagenhet-2rum-orebro-orebro-kommun-lovstagatan-46e-1690189942519009602,lagenheter,"Såld 25 jan. 2023 Lövstagatan 46E Lägenhet Örebro, Örebro kommun 55 m² 2 rum 4 799 kr/mån Slutpris 1 050 000 kr ±0 % 19 091 kr/m² Svensk Fastighetsförmedling Örebro",2023,1,1,Lägenhet Örebro,27.5,87.3,5.48,vinter,0,0,liten (40-60),Bostadsrätt,0,2.0,,1,,,1489.0,0,0,0,,,48.0,55.0,,0.0,,,Lövstagatan 46E,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2995000,4783.0,88.0,3.0,2023-01-24,0.0,34034.0,E Lägenhet Centralt Öster,https://www.hemnet.se/salda/lagenhet-3rum-centralt-oster-orebro-kommun-restalundsvagen-16e-5720585460711887331,lagenheter,"Maps Data: Google © 2026 Såld 24 jan. 2023 Restalundsvägen 16E Lägenhet Centralt Öster, Örebro kommun 88 m² 3 rum 4 783 kr/mån Balkong Hiss Slutpris 2 995 000 kr ±0 % 34 034 kr/m² Fastighetsbyrån Örebro",2023,1,1,Lägenhet Centralt Öster,29.3,54.4,1.92,vinter,0,0,stor (80-100),Bostadsrätt,0,2.0,4.0,1,2018.0,5924.0,5836.0,1,0,0,,,8.0,88.0,0.5,0.0,67.31818181818181,,Restalundsvägen 16E,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1710000,3542.0,74.0,3.0,2023-01-24,1.0,23108.0,Lägenhet Centralt Väster,https://www.hemnet.se/salda/lagenhet-3rum-centralt-vaster-orebro-kommun-gustavsgatan-29-3006462901491295889,lagenheter,"Maps Data: Google © 2026 Såld 24 jan. 2023 Gustavsgatan 29 Lägenhet Centralt Väster, Örebro kommun 74 m² 3 rum 3 542 kr/mån Balkong Slutpris 1 710 000 kr +1 % 23 108 kr/m² Fastighetsbyrån Örebro",2023,1,1,Centralt Väster,24.7,47.9,2.49,vinter,1,0,medel (60-80),Bostadsrätt,0,1.0,3.0,1,1968.0,1200.0,2275.0,1,0,0,,,58.0,74.0,0.3333333333333333,0.0,16.216216216216218,,Gustavsgatan 29,59.2753,15.205,0.4789330359855548,0.24075158632805765,1.7003759152881117,3.403349752041656,3.0043480869165062
2995000,4854.0,83.0,3.0,2023-01-24,0.0,36084.0,A Lägenhet Slussen,https://www.hemnet.se/salda/lagenhet-3rum-slussen-orebro-kommun-sodra-grev-rosengatan-56a-1402145691725027459,lagenheter,"Maps Data: Google © 2026 Såld 24 jan. 2023 Södra Grev Rosengatan 56A Lägenhet Slussen, Örebro kommun 83 m² 3 rum 4 854 kr/mån Hiss Slutpris 2 995 000 kr ±0 % 36 084 kr/m² SkandiaMäklarna Örebro",2023,1,1,Lägenhet Slussen,27.7,58.5,1.94,vinter,0,0,stor (80-100),Bostadsrätt,0,3.0,5.0,1,2019.0,7080.0,3530.0,1,0,0,,,7.0,83.0,0.6,0.0,85.3012048192771,,Södra Grev Rosengatan 56A,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
795000,4187.0,47.5,1.0,2023-01-24,0.0,16737.0,Lägenhet Solhaga,https://www.hemnet.se/salda/lagenhet-1rum-solhaga-orebro-kommun-ledgrand-33-9169800910301950062,lagenheter,"Maps Data: Google © 2026 Såld 24 jan. 2023 Ledgränd 33 Lägenhet Solhaga, Örebro kommun 47,5 m² 1 rum 4 187 kr/mån Uteplats Slutpris 795 000 kr ±0 % 16 737 kr/m² Wallenstedt Fastighetsmäkleri",2023,1,1,Solhaga,47.5,88.1,6.32,vinter,0,0,liten (40-60),Bostadsrätt,0,1.0,3.0,1,,11040.0,5031.0,1,0,0,,,48.0,47.5,0.3333333333333333,0.0,232.42105263157896,,Ledgränd 33,59.2732263,15.1583341,3.148210730808629,2.7890906920181515,1.0024494361121132,5.515569225329858,5.564621522768651
2400000,4904.0,82.8,4.0,2023-01-23,5.0,28986.0,D Lägenhet Rynningeåsen,https://www.hemnet.se/salda/lagenhet-4rum-rynningeasen-orebro-kommun-myrbacksgatan-15d-725279573446560774,lagenheter,"Såld 23 jan. 2023 Myrbacksgatan 15D Lägenhet Rynningeåsen, Örebro kommun 82,8 m² 4 rum 4 904 kr/mån Balkong Slutpris 2 400 000 kr +5 % 28 986 kr/m² Sjöstens Fastighetsförmedling",2023,1,1,Lägenhet Rynningeåsen,20.7,59.2,2.45,vinter,1,0,stor (80-100),Bostadsrätt,0,2.0,2.0,1,2012.0,11256.0,6538.0,1,0,0,,,14.0,82.8,1.0,1.0,135.94202898550725,,Myrbacksgatan 15D,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2400000,4813.0,91.0,4.0,2023-01-23,5.0,26374.0,Lägenhet Väster Park,https://www.hemnet.se/salda/lagenhet-4rum-vaster-park-orebro-kommun-lertagsgatan-60-4071044762775313254,lagenheter,"Maps Data: Google © 2026 Såld 23 jan. 2023 Lertagsgatan 60 Lägenhet Väster Park, Örebro kommun 91 m² 4 rum 4 813 kr/mån Balkong Hiss Slutpris 2 400 000 kr +5 % 26 374 kr/m² Mäklarhuset Örebro",2023,1,1,Väster Park,22.8,52.9,2.41,vinter,1,0,stor (80-100),Bostadsrätt,0,7.0,8.0,1,2011.0,4812.0,1335.0,0,0,0,,,15.0,91.0,0.875,0.0,52.87912087912088,,Lertagsgatan 60,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2595000,6505.0,104.0,3.0,2023-01-23,0.0,24952.0,A Lägenhet Öster,https://www.hemnet.se/salda/lagenhet-3rum-oster-orebro-kommun-sveavagen-2-a-1427368736380760899,lagenheter,"Maps Data: Google © 2026 Såld 23 jan. 2023 Sveavägen 2 A Lägenhet Öster, Örebro kommun 104 m² 3 rum 6 505 kr/mån Uteplats Slutpris 2 595 000 kr ±0 % 24 952 kr/m² Mäklarhuset Örebro",2023,1,1,Lägenhet Öster,34.7,62.5,3.01,vinter,0,0,xl (100-150),Bostadsrätt,0,1.0,1.0,1,1964.0,8736.0,5075.0,1,0,0,,,62.0,104.0,1.0,1.0,84.0,,Sveavägen 2 A,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1295000,2879.0,40.0,1.5,2023-01-20,0.0,32375.0,Lägenhet Södra Ladugårdsängen,"https://www.hemnet.se/salda/lagenhet-1,5rum-sodra-ladugardsangen-orebro-kommun-golfbanevagen-11-7621214160232542175",lagenheter,"Såld 20 jan. 2023 Golfbanevägen 11 Lägenhet Södra Ladugårdsängen, Örebro kommun 40 m² 1,5 rum 2 879 kr/mån Uteplats Hiss Slutpris 1 295 000 kr ±0 % 32 375 kr/m² Erik Olsson Fastighetsförmedling",2023,1,1,Södra Ladugårdsängen,26.7,72.0,2.67,vinter,0,0,mini (<40),Bostadsrätt,0,1.0,3.0,1,2018.0,4236.0,2515.0,1,0,0,,,8.0,40.0,0.3333333333333333,0.0,105.9,,Golfbanevägen 11,59.2619546,15.1958248,1.792966131126461,1.8165523355962387,1.6145658580178601,3.0715781263959423,4.294069546209879
1150000,3292.0,66.0,2.0,2023-01-20,-4.0,17424.0,Lägenhet Lundby,https://www.hemnet.se/salda/lagenhet-2rum-lundby-orebro-kommun-dolomitvagen-116-8830504368455408807,lagenheter,"Maps Data: Google © 2026 Såld 20 jan. 2023 Dolomitvägen 116 Lägenhet Lundby, Örebro kommun 66 m² 2 rum 3 292 kr/mån Uteplats Slutpris 1 150 000 kr -4 % 17 424 kr/m² SkandiaMäklarna Örebro",2023,1,1,Lundby,33.0,49.9,3.44,vinter,0,1,medel (60-80),Bostadsrätt,0,1.0,2.0,1,,2280.0,2390.0,1,0,0,,,48.0,66.0,0.5,0.0,34.54545454545455,,Dolomitvägen 116,59.3088789,15.1843161,4.09143783451306,3.740075465125741,4.11475772659535,7.115837662059498,4.500517840032787
2195000,6190.0,111.0,4.0,2023-01-20,0.0,19775.0,B Lägenhet Lillån,https://www.hemnet.se/salda/lagenhet-4rum-lillan-orebro-kommun-nastegardsvagen-3b-4444933877391840606,lagenheter,"Såld 20 jan. 2023 Nästegårdsvägen 3B Lägenhet Lillån, Örebro kommun 111 m² 4 rum 6 190 kr/mån Uteplats Slutpris 2 195 000 kr ±0 % 19 775 kr/m² Wallenstedt Fastighetsmäkleri",2023,1,1,Lägenhet Lillån,27.8,55.8,3.38,vinter,0,0,xl (100-150),Bostadsrätt,0,,,1,2018.0,21200.0,4164.0,1,0,0,,,8.0,111.0,,,190.99099099099092,,Nästegårdsvägen 3B,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1400000,6084.0,107.0,4.0,2023-01-20,-12.0,13084.0,Lägenhet Mellringe,https://www.hemnet.se/salda/lagenhet-4rum-mellringe-orebro-kommun-irisgatan-102-3476195873984574196,lagenheter,"Maps Data: Google © 2026 Såld 20 jan. 2023 Irisgatan 102 Lägenhet Mellringe, Örebro kommun 107 m² 4 rum 6 084 kr/mån Balkong Slutpris 1 400 000 kr -12 % 13 084 kr/m² Wallenstedt Fastighetsmäkleri",2023,1,1,Mellringe,26.8,56.9,5.21,vinter,0,1,xl (100-150),Bostadsrätt,0,2.0,3.0,1,1967.0,8760.0,952.0,1,0,0,,,59.0,107.0,0.6666666666666666,0.0,81.86915887850468,,Irisgatan 102,59.2979868,15.1624864,3.8481708309712004,3.410614963308766,2.9711956749180692,6.904213897168216,5.209077456936169
1650000,3844.0,60.0,3.0,2023-01-19,3.0,27500.0,Lägenhet Almby,https://www.hemnet.se/salda/lagenhet-3rum-almby-orebro-kommun-kyrkvardsvagen-3-9120374395858774513,lagenheter,"Maps Data: Google © 2026 Såld 19 jan. 2023 Kyrkvärdsvägen 3 Lägenhet Almby, Örebro kommun 60 m² 3 rum 3 844 kr/mån Balkong Slutpris 1 650 000 kr +3 % 27 500 kr/m² Wallenstedt Fastighetsmäkleri",2023,1,1,Almby,20.0,64.1,2.8,vinter,1,0,liten (40-60),Bostadsrätt,0,3.0,3.0,1,1954.0,3000.0,3677.0,1,0,0,,,72.0,60.0,1.0,1.0,50.0,,Kyrkvärdsvägen 3,59.2606158,15.2505604,2.677097230275355,3.1207412363914213,4.45465325889884,0.7939084796963432,3.029013216465259
1580000,5863.0,85.5,3.0,2023-01-19,-1.0,18480.0,Lägenhet Solhaga,https://www.hemnet.se/salda/lagenhet-3rum-solhaga-orebro-kommun-stolpgrand-15-3063146957097926948,lagenheter,"Maps Data: Google © 2026 Såld 19 jan. 2023 Stolpgränd 15 Lägenhet Solhaga, Örebro kommun 85,5 m² 3 rum 5 863 kr/mån Slutpris 1 580 000 kr -1 % 18 480 kr/m² Fastighetsbyrån Örebro",2023,1,1,Solhaga,28.5,68.6,4.45,vinter,0,1,stor (80-100),Bostadsrätt,0,1.0,2.0,1,1969.0,14528.0,1974.0,1,0,0,,,57.0,85.5,0.5,0.0,169.91812865497076,,Stolpgränd 15,59.2732263,15.1583341,3.148210730808629,2.7890906920181515,1.0024494361121132,5.515569225329858,5.564621522768651
1800000,2705.0,66.0,3.0,2023-01-19,-10.0,27273.0,Lägenhet Centralt / Öster,https://www.hemnet.se/salda/lagenhet-3rum-centralt-oster-orebro-kommun-nygatan-84-4223715924230548865,lagenheter,"Maps Data: Google © 2026 Såld 19 jan. 2023 Nygatan 84 Lägenhet Centralt / Öster, Örebro kommun 66 m² 3 rum 2 705 kr/mån Balkong Hiss Slutpris 1 800 000 kr -10 % 27 273 kr/m² Mäklarhuset Örebro",2023,1,1,Centralt / Öster,22.0,41.0,1.8,vinter,0,1,medel (60-80),Bostadsrätt,0,5.0,10.0,1,1961.0,1800.0,5886.0,0,0,0,,,65.0,66.0,0.5,0.0,27.27272727272728,,Nygatan 84,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
695000,2453.0,35.0,1.0,2023-01-19,0.0,19857.0,Lägenhet Mellringe,https://www.hemnet.se/salda/lagenhet-1rum-mellringe-orebro-kommun-irisgatan-10-2191900763716842066,lagenheter,"Maps Data: Google © 2026 Såld 19 jan. 2023 Irisgatan 10 Lägenhet Mellringe, Örebro kommun 35 m² 1 rum 2 453 kr/mån Slutpris 695 000 kr ±0 % 19 857 kr/m² Mäklarhuset Örebro",2023,1,1,Mellringe,35.0,70.1,4.24,vinter,0,0,mini (<40),Bostadsrätt,0,2.0,3.0,1,1968.0,3300.0,971.0,0,0,0,,,58.0,35.0,0.6666666666666666,0.0,94.28571428571428,,Irisgatan 10,59.2979868,15.1624864,3.8481708309712004,3.410614963308766,2.9711956749180692,6.904213897168216,5.209077456936169
1200000,2127.0,34.0,1.0,2023-01-19,-4.0,35294.0,A Lägenhet Öster,https://www.hemnet.se/salda/lagenhet-1rum-oster-orebro-kommun-sveavagen-2-a-1504523731827906137,lagenheter,"Maps Data: Google © 2026 Såld 19 jan. 2023 Sveavägen 2 A Lägenhet Öster, Örebro kommun 34 m² 1 rum 2 127 kr/mån Uteplats Slutpris 1 200 000 kr -4 % 35 294 kr/m² Mäklarhuset Örebro",2023,1,1,Lägenhet Öster,34.0,62.6,2.13,vinter,0,1,mini (<40),Bostadsrätt,0,1.0,1.0,1,1964.0,2856.0,2378.0,1,0,0,,,62.0,34.0,1.0,1.0,84.0,,Sveavägen 2 A,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2550000,4838.0,96.0,3.0,2023-01-18,-2.0,26563.0,c Lägenhet Ekängsparken,https://www.hemnet.se/salda/lagenhet-3rum-ekangsparken-orebro-kommun-landbotorpsallen-62c-7664554156057239613,lagenheter,"Maps Data: Google © 2026 Såld 18 jan. 2023 Landbotorpsallén 62c Lägenhet Ekängsparken, Örebro kommun 96 m² 3 rum 4 838 kr/mån Balkong Hiss Slutpris 2 550 000 kr -2 % 26 563 kr/m² Mäklarhuset Örebro",2023,1,1,c Lägenhet Ekängsparken,32.0,50.4,2.28,vinter,0,1,stor (80-100),Bostadsrätt,0,2.0,5.0,1,2009.0,2400.0,2615.0,1,0,0,,,17.0,96.0,0.4,0.0,25.0,,Landbotorpsallén 62c,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
995000,3710.0,44.0,1.5,2023-01-18,0.0,22614.0,A Lägenhet Centralt Norr,"https://www.hemnet.se/salda/lagenhet-1,5rum-centralt-norr-orebro-kommun-hjortstorpsvagen-13a-2650033638194764625",lagenheter,"Maps Data: Google © 2026 Såld 18 jan. 2023 Hjortstorpsvägen 13A Lägenhet Centralt Norr, Örebro kommun 44 m² 1,5 rum 3 710 kr/mån Balkong Slutpris 995 000 kr ±0 % 22 614 kr/m² LF Fastighetsförmedling Örebro",2023,1,1,Lägenhet Centralt Norr,29.3,84.3,4.47,vinter,0,0,liten (40-60),Bostadsrätt,0,3.0,3.0,1,1945.0,3360.0,3795.0,0,0,0,,,81.0,44.0,1.0,1.0,76.36363636363636,,Hjortstorpsvägen 13A,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1330000,5495.0,79.0,3.0,2023-01-17,6.0,16835.0,Lägenhet Solhaga,https://www.hemnet.se/salda/lagenhet-3rum-solhaga-orebro-kommun-stolpgrand-46-9101795678111370338,lagenheter,"Maps Data: Google © 2026 Såld 17 jan. 2023 Stolpgränd 46 Lägenhet Solhaga, Örebro kommun 79 m² 3 rum 5 495 kr/mån Balkong Slutpris 1 330 000 kr +6 % 16 835 kr/m² Fastighetsbyrån Örebro",2023,1,1,Solhaga,26.3,69.6,4.96,vinter,1,0,medel (60-80),Bostadsrätt,0,2.0,2.0,1,1969.0,13812.0,5034.0,1,0,0,,,57.0,79.0,1.0,1.0,174.83544303797467,,Stolpgränd 46,59.2732263,15.1583341,3.148210730808629,2.7890906920181515,1.0024494361121132,5.515569225329858,5.564621522768651
1125000,5425.0,81.5,4.0,2023-01-17,3.0,13804.0,C Lägenhet Lillån,https://www.hemnet.se/salda/lagenhet-4rum-lillan-orebro-kommun-kavivagen-9c-1787644695878711468,lagenheter,"Såld 17 jan. 2023 Kåvivägen 9C Lägenhet Lillån, Örebro kommun 81,5 m² 4 rum 5 425 kr/mån Balkong Slutpris 1 125 000 kr +3 % 13 804 kr/m² Erik Olsson Fastighetsförmedling",2023,1,1,Lägenhet Lillån,20.4,66.6,5.79,vinter,1,0,stor (80-100),Bostadsrätt,0,,,0,1962.0,,5039.0,1,0,0,,,64.0,81.5,,,,,Kåvivägen 9C,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1625000,4352.0,63.0,2.0,2023-01-16,-2.0,25794.0,C Lägenhet Öster,https://www.hemnet.se/salda/lagenhet-2rum-oster-orebro-kommun-oskarstorget-16c-2610625807154860029,lagenheter,"Maps Data: Google © 2026 Såld 16 jan. 2023 Oskarstorget 16C Lägenhet Öster, Örebro kommun 63 m² 2 rum 4 352 kr/mån Balkong Hiss Slutpris 1 625 000 kr -2 % 25 794 kr/m² LF Fastighetsförmedling Örebro",2023,1,1,Lägenhet Öster,31.5,69.1,3.21,vinter,0,1,medel (60-80),Bostadsrätt,0,3.0,4.0,1,1985.0,2400.0,10799.0,1,0,0,,,41.0,63.0,0.75,0.0,38.095238095238095,,Oskarstorget 16C,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
845000,2077.0,34.0,1.0,2023-01-16,-6.0,24853.0,Lägenhet Örebro,https://www.hemnet.se/salda/lagenhet-1rum-orebro-orebro-kommun-kornellvagen-20-6733146732013887178,lagenheter,"Såld 16 jan. 2023 Kornellvägen 20 Lägenhet Örebro, Örebro kommun 34 m² 1 rum 2 077 kr/mån Uteplats Hiss Slutpris 845 000 kr -6 % 24 853 kr/m² Svensk Fastighetsförmedling Örebro",2023,1,1,Örebro,34.0,61.1,2.95,vinter,0,1,mini (<40),Bostadsrätt,0,1.0,4.0,1,2016.0,3360.0,3200.0,1,0,0,,,10.0,34.0,0.25,0.0,98.82352941176472,,Kornellvägen 20,59.2747287,15.2151181,0.11681827165748512,0.5638364206721153,2.2595036209294075,2.9725060081413126,2.543456959035123
1400000,3191.0,62.0,2.5,2023-01-16,-6.0,22581.0,väster,"https://www.hemnet.se/salda/lagenhet-2,5rum-centralt-vaster-orebro-kommun-norrgatan-46-646909895957891231",lagenheter,"Maps Data: Google © 2026 Såld 16 jan. 2023 Norrgatan 46 Lägenhet Centralt - väster, Örebro kommun 62 m² 2,5 rum 3 191 kr/mån Slutpris 1 400 000 kr -6 % 22 581 kr/m² SkandiaMäklarna Örebro",2023,1,1,väster,24.8,51.5,2.74,vinter,0,1,medel (60-80),Bostadsrätt,0,1.0,3.0,1,1944.0,3600.0,3935.0,0,0,0,,,82.0,62.0,0.3333333333333333,0.0,58.064516129032256,,Norrgatan 46,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1935000,4727.0,78.0,3.0,2023-01-15,-12.0,24808.0,C Lägenhet Ladugårdsängen,https://www.hemnet.se/salda/lagenhet-3rum-ladugardsangen-orebro-kommun-landbotorpsallen-15c-4992749374694338438,lagenheter,"Maps Data: Google © 2026 Såld 15 jan. 2023 Landbotorpsallén 15C Lägenhet Ladugårdsängen, Örebro kommun 78 m² 3 rum 4 727 kr/mån Balkong Hiss Slutpris 1 935 000 kr -12 % 24 808 kr/m² Fastighetsbyrån Örebro",2023,1,1,Lägenhet Ladugårdsängen,26.0,60.6,2.93,vinter,0,1,medel (60-80),Bostadsrätt,1,2.0,4.0,1,2007.0,,3746.0,0,0,0,,,19.0,78.0,0.5,0.0,,,Landbotorpsallén 15C,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2100000,3456.0,60.5,2.0,2023-01-15,8.0,34711.0,Lägenhet Centralt Öster,https://www.hemnet.se/salda/lagenhet-2rum-centralt-oster-orebro-kommun-manillagatan-4-1429774689075246836,lagenheter,"Maps Data: Google © 2026 Såld 15 jan. 2023 Manillagatan 4 Lägenhet Centralt Öster, Örebro kommun 60,5 m² 2 rum 3 456 kr/mån Hiss Slutpris 2 100 000 kr +8 % 34 711 kr/m² Svensk Fastighetsförmedling Örebro",2023,1,1,Centralt Öster,30.2,57.1,1.97,vinter,1,0,medel (60-80),Bostadsrätt,0,1.0,,1,,,3673.0,0,0,0,,,48.0,60.5,,0.0,,,Manillagatan 4,59.2753,15.22,0.37630452837023687,0.7958141782330361,2.5437650120172832,2.862963205067346,2.2813506964508026
2700000,4110.0,76.5,3.0,2023-01-15,4.0,35294.0,Lägenhet Centralt Öster,https://www.hemnet.se/salda/lagenhet-3rum-centralt-oster-orebro-kommun-restalundsvagen-2-786033507101379344,lagenheter,"Maps Data: Google © 2026 Såld 15 jan. 2023 Restalundsvägen 2 Lägenhet Centralt Öster, Örebro kommun 76,5 m² 3 rum 4 110 kr/mån Balkong Hiss Slutpris 2 700 000 kr +4 % 35 294 kr/m² LF Fastighetsförmedling Örebro",2023,1,1,Centralt Öster,25.5,53.7,1.83,vinter,1,0,medel (60-80),Bostadsrätt,0,4.0,10.0,1,2015.0,,2660.0,1,0,0,,,11.0,76.5,0.4,0.0,,,Restalundsvägen 2,59.2753,15.22,0.37630452837023687,0.7958141782330361,2.5437650120172832,2.862963205067346,2.2813506964508026
